 txt, src_id, type_id, weight, tgt_id, value_id, desc, source parent_id, source type_id, source origin_nm, source name, source id, source path type_id, source path id, source path nm, target parent_id, target type_id, target origin_nm, target name, target id, target path type_id, target path id, target path nm
,12919672,11,0.95,12919670,12919656,,12919651,1707,qlik_test1,COMM,12919672,1702,12919651,employee_details.qvw,,,,,,,,
,12919672,11,0.95,12919670,12919656,,12919651,1707,qlik_test1,COMM,12919672,1701,12919656,QVSERVER,,,,,,,,
,12919672,11,0.95,12919670,12919656,"0,12919641",12919651,1707,qlik_test1,COMM,12919672,,,,12919641,152,qlik_test1,COMM,12919670,151,12919641,salary
,12919672,11,0.95,12919670,12919656,"0,12919641",12919651,1707,qlik_test1,COMM,12919672,,,,12919641,152,qlik_test1,COMM,12919670,1710,12919639,salary
,12919672,11,0.95,12919670,12919656,"0,12919641",12919651,1707,qlik_test1,COMM,12919672,,,,12919641,152,qlik_test1,COMM,12919670,1702,12919651,employee_details.qvw
,12919672,11,0.95,12919670,12919656,"0,12919641",12919651,1707,qlik_test1,COMM,12919672,,,,12919641,152,qlik_test1,COMM,12919670,1701,12919656,QVSERVER
,12919672,11,0.95,12919670,12919656,"0,12919641",12919651,1707,qlik_test1,COMM,12919672,,,,12919641,152,qlik_test1,COMM,12919670,,,
,12919649,11,0.95,12919670,12919651,,12919643,152,qlik_test1,LOAD0/1,12919649,151,12919643,"LOAD COMM,",,,,,,,,
,12919649,11,0.95,12919670,12919651,,12919643,152,qlik_test1,LOAD0/1,12919649,1703,12919658,DSN=ODBC;DSN=ORACLE;DBQ=DESKTOP-OISORCF,,,,,,,,
,12919649,11,0.95,12919670,12919651,,12919643,152,qlik_test1,LOAD0/1,12919649,1702,12919651,employee_details.qvw,,,,,,,,
,12919649,11,0.95,12919670,12919651,,12919643,152,qlik_test1,LOAD0/1,12919649,1701,12919656,QVSERVER,,,,,,,,
,12919649,11,0.95,12919670,12919651,1291964312919640,12919643,152,qlik_test1,LOAD0/1,12919649,,,,12919641,152,qlik_test1,COMM,12919670,151,12919641,salary
,12919649,11,0.95,12919670,12919651,1291964312919640,12919643,152,qlik_test1,LOAD0/1,12919649,,,,12919641,152,qlik_test1,COMM,12919670,1710,12919639,salary
,12919649,11,0.95,12919670,12919651,1291964312919640,12919643,152,qlik_test1,LOAD0/1,12919649,,,,12919641,152,qlik_test1,COMM,12919670,1702,12919651,employee_details.qvw
,12919649,11,0.95,12919670,12919651,1291964312919640,12919643,152,qlik_test1,LOAD0/1,12919649,,,,12919641,152,qlik_test1,COMM,12919670,1701,12919656,QVSERVER
,12919649,11,0.95,12919670,12919651,1291964312919640,12919643,152,qlik_test1,LOAD0/1,12919649,,,,12919641,152,qlik_test1,COMM,12919670,,,
